,AcresBurned,Counties,CountyIds,Latitude,Longitude,ArchiveYear
871,50.0,Riverside,33,33.8826,-117.00589,2017
872,50.0,Los Angeles,19,34.22551,-118.05545,2017
873,50.0,San Mateo,41,37.41591,-122.3001,2017
874,50.0,Kern,15,35.70639,-118.47307,2017
875,50.0,Santa Barbara,42,34.72379,-120.13249,2017
876,50.0,Yuba,58,39.06308,-121.303,2017
877,50.0,Ventura,56,34.20599,-118.98603,2017
878,50.0,Riverside,33,33.87739,-117.16215,2017
879,50.0,San Diego,37,33.23281,-117.29509,2017
880,48.0,Madera,20,36.94652,-120.90462,2017
881,48.0,Riverside,33,33.58577,-116.07429,2017
882,47.0,San Benito,35,36.38109,-121.00391,2017
883,47.0,San Luis Obispo,40,35.06472,-120.5634,2017
884,46.0,Riverside,33,33.6444,-117.3968,2017
885,46.0,San Bernardino,36,34.149,-117.189,2017
886,46.0,Siskiyou,47,41.8721,-122.4571,2017
887,45.0,Riverside,33,33.9885,-117.38417,2017
888,45.0,San Luis Obispo,40,35.28738,-120.44448,2017
889,45.0,Shasta,45,40.48712,-121.85645,2017
890,44.0,Alameda,1,37.56181,-121.56425,2017
891,43.0,Tehama,52,39.81517,-122.28165,2017
892,43.0,Monterey,27,36.17297,-120.87609,2017
893,42.0,Monterey,27,35.96275,-121.08753,2017
894,42.0,Tehama,52,40.10282,-122.27379,2017
895,42.0,Modoc,25,41.38247,-120.53443,2017
896,41.0,Siskiyou,47,41.99279,-122.9401,2017
897,41.0,Los Angeles,19,34.10446,-118.70294,2017
898,41.0,Kern,15,35.05076,-118.90004,2017
899,40.0,Riverside,33,33.96514,-117.4764,2017
900,40.0,Riverside,33,33.90327,-116.50151,2017
901,40.0,San Bernardino,36,34.13534,-117.4982,2017
902,40.0,Shasta,45,40.70627,-122.24199,2017
903,40.0,Kern,15,35.59302,-118.46734,2017
904,40.0,Del Norte,8,41.98128,-124.01168,2017
905,40.0,Humboldt,12,41.02705,-123.63721,2017
906,40.0,Tehama,52,40.29831,-122.70449,2017
907,40.0,Lake,17,38.86056,-122.62382,2017
908,40.0,Monterey,27,36.66684,-121.74826,2017
909,39.0,Tuolumne,55,37.896778,-120.504134,2017
910,39.0,Yuba,58,39.06522,-121.3519,2017
911,39.0,Solano,48,38.07481,-122.23004,2017
912,38.0,Marin,21,37.9775,-122.65749,2017
913,38.0,Tuolumne,55,37.85137,-120.45268,2017
914,37.0,Shasta,45,40.774,-122.309,2017
915,36.0,Mariposa,22,37.65963,-120.34802,2017
916,36.0,San Diego,37,33.1683,-116.77342,2017
917,35.0,Riverside,33,33.74925,-117.10301,2017
918,35.0,Marin,21,38.08055,-122.77846,2017
919,35.0,Riverside,33,33.99316,-117.48405,2017
920,35.0,Sacramento,34,38.45822,-120.92162,2017
921,35.0,Kern,15,35.37351,-118.84134,2017
922,35.0,Riverside,33,33.96419,-117.20507,2017
923,34.0,San Bernardino,36,34.21829,-117.40625,2017
924,34.0,Riverside,33,33.73547,-117.33364,2017
925,34.0,Humboldt,12,40.03697,-123.64214,2017
926,34.0,San Benito,35,36.85596,-121.30983,2017
927,33.0,Riverside,33,33.763304,-117.314994,2017
928,33.0,Riverside,33,33.584036,-116.972036,2017
929,33.0,Kern,15,35.60633,-118.4642,2017
930,32.0,Trinity,53,40.804,-123.375,2017
931,32.0,Trinity,53,40.79902,-123.39253,2017
932,32.0,Riverside,33,33.62613,-117.07975,2017
933,32.0,Monterey,27,35.90092,-120.93371,2017
934,32.0,Monterey,27,35.902149,-120.983684,2017
935,31.0,Monterey,27,36.5858,-121.80377,2017
936,31.0,Fresno,10,36.099681,-120.443545,2017
937,31.0,Kern,15,35.60001,-118.4683,2017
938,30.0,Los Angeles,19,34.52055,-118.62882,2017
939,30.0,Humboldt,12,40.27582,-123.64281,2017
940,30.0,Riverside,33,33.96896,-117.25411,2017
941,29.0,El Dorado,9,38.77921,-120.46234,2017
942,29.0,Tehama,52,40.29118,-122.42606,2017
943,28.0,Butte,4,39.8255,-121.7127,2017
944,28.0,Modoc,25,41.4844,-120.36659,2017
945,28.0,Del Norte,8,41.93323,-124.19629,2017
946,28.0,Riverside,33,33.79925,-117.11659,2017
947,27.0,Modoc,25,41.64469,-120.31814,2017
948,27.0,Riverside,33,33.82165,-116.96079,2017
949,26.0,Yuba,58,39.03168,-121.40947,2017
950,26.0,Riverside,33,33.71025,-117.31924,2017
951,26.0,Riverside,33,33.94788,-116.59719,2017
952,25.0,San Diego,37,33.18716,-116.50897,2017
953,25.0,San Luis Obispo,40,35.76343,-121.04445,2017
954,25.0,San Diego,37,32.59252,-116.61609,2017
955,25.0,Shasta,45,40.71923,-122.02525,2017
956,25.0,San Diego,37,32.7789,-116.8516,2017
957,25.0,Madera,20,37.02081,-119.95136,2017
958,25.0,Los Angeles,19,34.29931,-118.37539,2017
959,25.0,San Diego,37,32.679,-116.29296,2017
960,23.0,Riverside,33,33.50488,-117.02132,2017
961,22.0,Alameda,1,37.77982,-122.169,2017
962,22.0,Calaveras,5,38.20176,-120.67848,2017
963,22.0,Napa,28,38.68347,-122.2654,2017
964,21.0,San Luis Obispo,40,35.41112,-120.00353,2017
965,21.0,Lake,17,39.01748,-122.49327,2017
966,21.0,Tulare,54,36.10858,-118.81979,2017
967,21.0,Butte,4,39.364,-121.4143,2017
968,21.0,Shasta,45,0.0,0.0,2017
969,21.0,San Benito,35,36.35578,-120.99552,2017
970,20.0,Humboldt,12,40.88516,-123.96844,2017
971,20.0,Sonoma,49,38.51937,-123.24713,2017
972,20.0,Tehama,52,40.20077,-122.24731,2017
973,20.0,Tuolumne,55,37.65986,-120.31157,2017
974,20.0,San Bernardino,36,34.139,-117.199,2017
975,20.0,Mendocino,23,39.13207,-123.10227,2017
976,20.0,Riverside,33,33.52584,-116.85226,2017
977,20.0,Contra Costa,7,37.86549,-122.2102,2017
978,20.0,Kings,16,35.983,-119.91508,2017
979,20.0,Monterey,27,35.77082,-120.92482,2017
980,19.0,Riverside,33,33.88994,-116.91023,2017
981,19.0,Nevada,29,39.06414,-121.13737,2017
982,19.0,Riverside,33,33.797216,-117.124538,2017
983,19.0,Humboldt,12,40.39799,-123.57562,2017
984,19.0,Stanislaus,50,37.81827,-120.65764,2017
985,19.0,Siskiyou,47,40.703775,-122.645079,2017
986,19.0,Kern,15,35.71704,-118.30601,2017
987,18.0,Sonoma,49,38.26294,-122.71998,2017
988,18.0,Butte,4,39.53944,-121.54722,2017
989,18.0,Fresno,10,36.61332,-120.7109,2017
990,18.0,Monterey,27,36.1727,-120.86682,2017
991,17.0,Mariposa,22,37.41231,-119.87465,2017
992,17.0,Shasta,45,40.92602,-121.5935,2017
993,17.0,Shasta,45,40.69259,-122.17384,2017
994,17.0,San Luis Obispo,40,35.556667,-120.474,2017
995,17.0,Monterey,27,36.2771,-120.94328,2017
996,17.0,Riverside,33,33.88466,-116.99229,2017
997,16.0,Kern,15,35.188,-119.2877,2017
998,16.0,San Bernardino,36,34.04412,-116.55326,2017
999,16.0,Fresno,10,36.96642,-119.58292,2017
1000,15.0,Tehama,52,39.87983,-122.5415,2017
1001,15.0,Nevada,29,39.16826,-120.95498,2017
1002,15.0,Modoc,25,41.45589,-120.56933,2017
1003,15.0,Monterey,27,35.947,-120.87492,2017
1004,15.0,Calaveras,5,38.19906,-120.83484,2017
1005,15.0,Riverside,33,33.56777,-116.08003,2017
1006,14.0,Santa Barbara,42,34.71796,-120.27077,2017
1007,14.0,Santa Barbara,42,34.605358,-120.414875,2017
1008,14.0,Butte,4,39.8629,-121.6268,2017
1009,14.0,Monterey,27,35.80375,-120.52508,2017
1010,14.0,Riverside,33,33.97155,-117.44148,2017
1011,13.0,Stanislaus,50,37.89532,-120.84748,2017
1012,13.0,El Dorado,9,38.69775,-120.73757,2017
1013,13.0,El Dorado,9,38.67474,-121.06088,2017
1014,13.0,San Bernardino,36,34.304722,-117.3125,2017
1015,12.0,Butte,4,39.44257,-121.60683,2017
1016,12.0,San Diego,37,0.0,0.0,2017
1017,12.0,San Luis Obispo,40,35.6879,-120.3317,2017
1018,12.0,Riverside,33,33.7866,-117.5048,2017
1019,12.0,Merced,24,37.21812,-121.07761,2017
1020,11.0,Sonoma,49,38.70289,-122.90217,2017
1021,11.0,Riverside,33,33.913089,-117.096233,2017
1022,10.0,Tehama,52,40.24789,-122.255,2017
1023,10.0,Mariposa,22,37.76888,-120.15846,2017
1024,10.0,Fresno,10,37.10067,-119.32109,2017
1025,10.0,Amador,3,38.34421,-120.72274,2017
1026,10.0,Los Angeles,19,34.23925,-117.85182,2017
1027,10.0,Nevada,29,39.36902,-120.97586,2017
1028,10.0,Shasta,45,40.48972,-122.38619,2017
1029,10.0,Riverside,33,33.77896,-117.24091,2017
1030,10.0,Butte,4,39.50475,-121.33785,2017
1031,10.0,Riverside,33,33.91806,-116.99321,2017
1032,10.0,Nevada,29,39.08382,-121.06656,2017
1033,10.0,Riverside,33,33.90965,-116.9669,2017
1034,10.0,Riverside,33,117.138741,33.939428,2017
1035,10.0,Kern,15,35.564124,-118.796513,2017
1036,10.0,Riverside,33,33.87107,-116.88097,2017
1037,10.0,Yuba,58,39.23205,-121.376,2017
1038,10.0,Kern,15,34.87128,-118.35296,2017
1039,10.0,Riverside,33,33.94673,-117.17773,2017
1040,10.0,Monterey,27,36.44141,-121.34695,2017
1041,0.0,Sonoma,49,38.36685,-122.64001,2017
1042,0.0,Napa,28,38.31802,-122.39052,2017
1043,0.0,Mariposa,22,37.73596,-119.78256,2017
1044,0.0,Siskiyou,47,41.702,-123.508,2017
1045,0.0,Modoc,25,41.338,-120.304,2017
1046,0.0,Glenn,11,39.75425,-122.17657,2017
1047,0.0,Lassen,18,40.6361,-120.9643,2017
1048,0.0,Siskiyou,47,41.86609,-122.73031,2017
1049,0.0,San Diego,37,33.43513,-117.58252,2017
1050,0.0,Siskiyou,47,41.841,-123.474,2017
1051,0.0,Tulare,54,36.51912,-119.50606,2017
1052,0.0,San Luis Obispo,40,35.85253,-120.80411,2017
1053,0.0,Butte,4,39.51158,-121.55633,2017
1054,410203.0,Colusa,"6,11,17,23",39.243283,-123.103367,2018
1055,410203.0,Glenn,"6,11,17,23",39.243283,-123.103367,2018
1056,410203.0,Lake,"6,11,17,23",39.243283,-123.103367,2018
1057,410203.0,Mendocino,"6,11,17,23",39.243283,-123.103367,2018
1058,229651.0,Shasta,"45,53",40.65428,-122.62357,2018
1059,229651.0,Trinity,"45,53",40.65428,-122.62357,2018
1060,153336.0,Butte,4,39.8134,-121.4347,2018
1061,96949.0,Los Angeles,"19,56",34.235,-118.70128,2018
1062,96949.0,Ventura,"19,56",34.235,-118.70128,2018
1063,96901.0,Mariposa,22,37.6549,-119.88581,2018
1064,90288.0,Napa,"28,57",38.80583,-122.18183,2018
1065,90288.0,Yolo,"28,57",38.80583,-122.18183,2018
1066,63311.0,Shasta,"45,53",40.9425,-122.43,2018
1067,63311.0,Trinity,"45,53",40.9425,-122.43,2018
1068,48920.0,Colusa,"6,17,23",39.04786,-123.11971,2018
1069,48920.0,Lake,"6,17,23",39.04786,-123.11971,2018
1070,48920.0,Mendocino,"6,17,23",39.04786,-123.11971,2018
1071,46150.0,Shasta,45,40.896,-122.219,2018
1072,39387.0,Modoc,25,41.38544,-121.04386,2018
1073,38008.0,Siskiyou,47,41.893332,-122.534655,2018
1074,36450.0,Tuolumne,55,38.349,-119.929,2018
1075,23136.0,Orange,30,33.69888,-117.52055,2018
1076,18703.0,Lassen,18,40.633536,-120.868091,2018
1077,15185.0,Lake,17,39.0674,-122.59848,2018
1078,13139.0,Riverside,33,0.0,0.0,2018
1079,12300.0,San Joaquin,39,38.052055,-120.945482,2018
1080,6974.0,Mono,26,38.347395,-119.45186,2018
1081,4564.0,Merced,24,37.39339,-120.34207,2018
1082,4531.0,Ventura,56,34.22685,-118.93444,2018
1083,4500.0,Solano,48,0.0,0.0,2018
1084,4064.0,Madera,20,37.571,-119.118,2018
1085,3889.0,Tehama,52,40.22027778,-122.18,2018
1086,3716.0,Tehama,52,40.35068,-121.77867,2018
1087,3674.0,Humboldt,12,41.07944,-123.688056,2018
1088,3380.0,Los Angeles,19,34.48229,-118.60858,2018
1089,2995.0,Kings,16,35.97896,-119.98329,2018
1090,2956.0,Tehama,52,39.94355,-122.3571,2018
1091,2950.0,Kern,15,35.37444,-118.83556,2018
1092,2883.0,Inyo,14,36.6734,-118.21881,2018
1093,2490.0,Napa,28,38.69601,-122.44468,2018
1094,2290.0,Glenn,11,39.64978,-122.58218,2018
1095,2225.0,Monterey,27,35.847778,-120.343056,2018
1096,2162.0,Solano,48,38.431278,-122.043747,2018
1097,2100.0,Modoc,25,41.29363,-120.11461,2018
1098,2070.0,Inyo,14,37.40208,-118.50235,2018
1099,1900.0,Shasta,45,40.99344,-121.52225,2018
1100,1756.0,Merced,24,36.85156,-120.77206,2018
1101,1751.0,Trinity,53,40.616251,-123.52019,2018
1102,1678.0,Shasta,45,40.50318,-122.42308,2018
1103,1500.0,Solano,48,38.21396,-121.9424,2018
1104,1500.0,San Luis Obispo,40,35.73629,-120.75593,2018
1105,1352.0,Los Angeles,19,34.5486,-118.31138,2018
1106,1350.0,San Bernardino,36,34.095568,-116.958806,2018
1107,1314.0,San Benito,35,36.40755,-120.99322,2018
1108,1265.0,Inyo,14,36.71537,-118.08449,2018
1109,1261.0,Riverside,33,33.62924,-117.05992,2018
1110,1200.0,Sutter,51,39.186144,-121.792885,2018
1111,1120.0,Placer,31,39.268611,-120.658333,2018
1112,1014.0,Santa Barbara,42,35.11416667,-120.09222222,2018
1113,993.0,Kern,15,35.387408,-118.817934,2018
1114,972.0,Mendocino,23,39.82877,-123.08489,2018
1115,962.0,Butte,4,39.77124,-121.76859,2018
1116,856.0,Tehama,52,40.33682,-121.93908,2018
1117,825.0,Amador,3,38.42623,-120.95408,2018
1118,822.0,Yolo,57,38.59694444,-121.99388889,2018
1119,700.0,Placer,31,38.82426,-121.451307,2018
1120,668.0,Tulare,54,35.79012,-118.7393,2018
1121,650.0,Monterey,27,36.00912,-120.82226,2018
1122,646.0,Lassen,18,40.3768,-120.36403,2018
1123,640.0,Alameda,1,37.75646,-121.60646,2018
1124,573.0,Tuolumne,55,37.83388,-120.61746,2018
1125,550.0,Butte,4,39.36529,-121.51707,2018
1126,513.0,San Benito,35,36.378333,-120.901167,2018
1127,504.0,San Diego,37,32.833674,-116.7311,2018
1128,484.0,Alameda,1,37.75375,-121.57918,2018
1129,441.0,Lassen,18,40.316137,-120.45053,2018
1130,400.0,Monterey,27,36.35502,-121.1563,2018
1131,375.0,Monterey,27,35.95515,-120.86256,2018
1132,367.0,Kern,15,35.51777778,-118.6525,2018
1133,365.0,San Diego,37,33.07892,-116.91845,2018
1134,360.0,Madera,20,37.38789,-119.68912,2018
1135,347.0,Butte,4,39.59872,-121.78208,2018
1136,338.0,Inyo,14,37.735461,-118.970443,2018
1137,328.0,Shasta,45,40.52909,-122.17457,2018
1138,320.0,Santa Clara,43,37.449425,-121.88807,2018
1139,316.0,El Dorado,9,38.539806,-121.059979,2018
1140,300.0,Trinity,53,40.60402,-122.9144,2018
1141,300.0,Madera,20,37.10181,-119.623981,2018
1142,300.0,San Diego,37,33.389425,-117.502405,2018
1143,293.0,Kern,15,0.0,0.0,2018
1144,290.0,Calaveras,5,38.061298,-120.872244,2018
1145,289.0,Madera,20,37.197039,-120.002619,2018
1146,282.0,Riverside,33,33.836101,-117.607577,2018
1147,278.0,San Benito,35,36.65351,-121.0454,2018
1148,268.0,Contra Costa,7,37.94714,-121.9921,2018
1149,268.0,Tehama,52,40.18395,-122.27574,2018
1150,265.0,San Diego,37,32.63046,-116.46674,2018
1151,261.0,Tehama,52,40.34256,-121.43025,2018
1152,260.0,San Luis Obispo,40,35.33916,-120.71488,2018
1153,258.0,Santa Barbara,42,34.0232,-119.76576,2018
1154,250.0,San Diego,37,33.076239,-116.902985,2018
1155,247.0,Contra Costa,7,37.89612,-121.85847,2018
1156,224.0,Siskiyou,47,41.70877,-122.47293,2018
1157,215.0,Siskiyou,47,41.085,-123.051,2018
1158,215.0,San Benito,35,36.37532,-120.862579,2018
1159,207.0,San Diego,37,33.41476,-117.24044,2018
1160,205.0,Riverside,33,33.571763,-116.500058,2018
1161,200.0,Kern,15,34.91482,-118.92485,2018
1162,200.0,Merced,24,37.33924,-120.24315,2018
1163,191.0,Butte,4,39.491737,-121.637759,2018
1164,186.0,Ventura,56,34.26734825,-118.64381589,2018
1165,185.0,Merced,24,37.05876,-121.176354,2018
1166,175.0,Los Angeles,19,37.97638,-122.5275,2018
1167,175.0,Orange,30,33.55132,-117.72044,2018
1168,172.0,Santa Barbara,42,34.576944,-119.61416,2018
1169,170.0,Tehama,52,40.12791,-122.19792,2018
1170,167.0,Monterey,27,36.18401,-120.69955,2018
1171,167.0,Lassen,18,40.34822,-120.82497,2018
1172,166.0,Los Angeles,19,34.2325,-117.846111,2018
1173,163.0,Tuolumne,55,37.80785,-120.30187,2018
1174,160.0,Solano,48,38.45673,-121.94658,2018
1175,155.0,Shasta,45,40.36888889,-122.89055556,2018
1176,155.0,Orange,30,33.787838,-117.746625,2018
1177,154.0,Riverside,33,33.925862,-117.654299,2018
1178,152.0,Marin,21,38.02447,-122.727,2018
1179,150.0,Ventura,56,34.30166667,-119.09916667,2018
1180,150.0,Monterey,27,35.97677,-121.24898,2018
1181,150.0,El Dorado,9,38.94388,-120.92611,2018
1182,147.0,San Bernardino,36,34.18075,-117.43184,2018
1183,136.0,Calaveras,5,38.08424,-120.46078,2018
1184,135.0,Napa,28,38.51943,-122.18353,2018
1185,128.0,Los Angeles,19,34.38039,-118.60441,2018
1186,127.0,Glenn,11,39.46543,-122.65582,2018
1187,127.0,Siskiyou,47,41.65935,-122.48556,2018
1188,125.0,San Bernardino,36,34.15475,-117.244366,2018
1189,120.0,Tulare,54,36.47766,-119.10433,2018
1190,117.0,Plumas,32,39.996944,-121.27,2018
1191,116.0,San Benito,35,36.59036,-120.82355,2018
1192,116.0,Santa Clara,43,37.06367,-121.53586,2018
1193,115.0,Mariposa,22,37.707234,-120.199162,2018
1194,114.0,Kern,15,35.56888889,-118.80138889,2018
1195,113.0,Santa Barbara,42,34.463889,-119.831389,2018
1196,110.0,Santa Barbara,42,34.62412,-120.22298,2018
1197,108.0,Fresno,10,36.75581,-119.42172,2018
1198,106.0,Mendocino,23,38.8802,-123.0496,2018
1199,103.0,Lake,17,39.02017,-122.57496,2018
1200,103.0,Tehama,52,40.31759,-122.21032,2018
1201,100.0,San Diego,37,33.0971179,-117.0242529,2018
1202,100.0,Tulare,54,36.21634,-118.82989,2018
1203,100.0,San Bernardino,36,34.22526,-117.40967,2018
1204,100.0,San Luis Obispo,40,35.56922,-120.12441,2018
1205,96.0,Monterey,27,35.9352,-121.11936,2018
1206,95.0,Kern,15,35.1234,-118.72905,2018
1207,90.0,Mendocino,23,39.038859,-123.38493,2018
1208,89.0,Lassen,18,40.94666,-121.27049,2018
1209,88.0,Lassen,18,40.83116,-120.19336,2018
1210,88.0,Madera,20,37.179167,-119.431667,2018
1211,88.0,Merced,24,37.056944,-121.01638,2018
1212,80.0,San Luis Obispo,40,-120.258,-120.258,2018
1213,80.0,Lake,17,39.06715,-122.59789,2018
1214,80.0,Calaveras,5,37.95766,-120.68902,2018
1215,77.0,Santa Barbara,42,34.54305556,-120.31805556,2018
1216,76.0,Shasta,45,40.5939,-122.17173,2018
1217,76.0,Fresno,10,36.696879,-119.304499,2018
1218,75.0,Colusa,6,39.2976,-122.512012,2018
1219,75.0,Glenn,11,39.65578,-122.58666,2018
1220,73.0,Riverside,33,33.67815,-117.32281,2018
1221,70.0,Santa Clara,43,37.22545,-121.79189,2018
1222,70.0,Santa Clara,43,37.66074,-121.67144,2018
1223,70.0,Tehama,52,40.394073,-122.135924,2018
1224,70.0,Riverside,33,33.504964,-117.148204,2018
1225,68.0,Merced,24,37.08529,-121.09354,2018
1226,67.0,El Dorado,9,38.645,-120.874167,2018
1227,67.0,Mendocino,23,39.279833,-123.258319,2018
1228,66.0,El Dorado,9,38.82128,-121.03918,2018
1229,64.0,San Benito,35,36.64832,-121.03253,2018
1230,63.0,Santa Clara,43,37.1769444,-121.68694444,2018
1231,63.0,Shasta,45,40.741186,-122.649626,2018
1232,63.0,Riverside,33,33.56349,-116.732032,2018
1233,63.0,Siskiyou,47,41.83359,-122.99272,2018
1234,63.0,Stanislaus,50,37.32744,-121.10903,2018
1235,62.0,Kern,15,34.86022,-118.87881,2018
1236,62.0,Los Angeles,19,34.53765,-118.75495,2018
1237,62.0,San Joaquin,39,38.24033,-121.09199,2018
1238,60.0,Tehama,52,40.346652,-122.308479,2018
1239,60.0,Lake,17,38.8275,-122.3625,2018
1240,60.0,Madera,20,37.14663,-119.91223,2018
1241,60.0,San Luis Obispo,40,35.58354,-120.624135,2018
1242,60.0,San Luis Obispo,40,35.663607,-120.670311,2018
1243,60.0,Santa Barbara,42,34.74245,-120.18236,2018
1244,59.0,San Diego,37,33.35505,-117.03134,2018
1245,58.0,San Luis Obispo,40,35.17693,-120.48861,2018
1246,56.0,Lassen,18,40.95234,-121.21597,2018
1247,56.0,Contra Costa,7,37.79718,-121.85311,2018
1248,56.0,Madera,20,37.0979,-119.75307,2018
1249,53.0,San Bernardino,36,34.24138,-117.42431,2018
1250,53.0,Lassen,18,40.33642,-120.93005,2018
1251,53.0,Mariposa,22,37.47677,-119.84299,2018
1252,52.0,Modoc,25,41.50105,-120.61108,2018
1253,51.0,San Luis Obispo,40,35.30151,-120.64398,2018
1254,51.0,Shasta,45,40.824,-121.90215,2018
1255,51.0,Santa Clara,43,37.163594,-121.702547,2018
1256,50.0,Lake,17,38.91152,-122.86854,2018
1257,50.0,Tehama,52,40.27754,-122.11375,2018
1258,50.0,Monterey,27,35.96689,-121.28185,2018
1259,48.0,Alameda,1,37.69926,-122.02805,2018
1260,45.0,Contra Costa,7,37.86339,-122.12351,2018
1261,45.0,Marin,21,38.07135,-122.76751,2018
1262,43.0,Butte,4,39.57202,-121.43131,2018
1263,40.0,Riverside,33,33.56921,-116.154398,2018
1264,40.0,Mariposa,22,37.28365,-119.97546,2018
1265,40.0,Contra Costa,7,37.779209,-121.908976,2018
1266,40.0,Butte,4,39.549167,-121.521111,2018
1267,39.0,San Benito,35,36.796,-121.40604,2018
1268,38.0,Shasta,45,40.60866,-122.38366,2018
1269,38.0,San Diego,37,32.78031,-117.06782,2018
1270,37.0,San Luis Obispo,40,35.64917,-120.71907,2018
1271,37.0,Siskiyou,47,41.58233,-122.33769,2018
1272,36.0,Lake,17,38.981389,-122.97222,2018
1273,36.0,Riverside,33,33.640051,-117.085354,2018
1274,35.0,Mendocino,23,39.62194,-123.28774,2018
1275,35.0,Riverside,33,33.759722,-117.460278,2018
1276,35.0,Shasta,45,40.95673,-121.6002,2018
1277,35.0,San Benito,35,36.83036,-121.36446,2018
1278,34.0,Kern,15,35.17156,-118.51651,2018
1279,34.0,Alameda,1,37.71173,-121.55604,2018
1280,34.0,Tulare,54,36.42638,-118.70443,2018
1281,33.0,Butte,4,39.84151,-121.62168,2018
1282,33.0,Tehama,52,40.00293,-122.44008,2018
1283,33.0,San Bernardino,36,34.17711,-117.15381,2018
1284,33.0,Tulare,54,0.0,0.0,2018
1285,32.0,Fresno,10,36.938674,-119.3127769,2018
1286,32.0,Riverside,33,33.97902,-117.20534,2018
1287,32.0,Lassen,18,41.08583,-121.05722,2018
1288,32.0,Lake,17,38.886518,-122.476381,2018
1289,31.0,Shasta,45,40.62693,-122.23449,2018
1290,30.0,Santa Clara,43,37.33563,-121.75815,2018
1291,30.0,Contra Costa,7,37.99618,-122.14097,2018
1292,30.0,Alameda,1,37.533026,-121.79733,2018
1293,30.0,Riverside,33,33.85852,-117.43521,2018
1294,30.0,San Luis Obispo,40,35.68539,-120.95157,2018
1295,30.0,Sacramento,34,38.595865,-121.17693,2018
1296,30.0,Fresno,10,35.92436,-119.94083,2018
1297,28.0,San Diego,37,32.557566,-116.8663,2018
1298,27.0,Siskiyou,47,41.791859,-122.513883,2018
1299,26.0,Tulare,54,35.826333,-118.9821,2018
1300,25.0,Riverside,33,33.80406,-116.93188,2018
1301,25.0,Contra Costa,7,38.015323,-121.998967,2018
1302,25.0,San Luis Obispo,40,35.71859,-120.64028,2018
1303,24.0,Lake,17,38.91842,-122.85276,2018
1304,23.0,Riverside,33,33.946896,-117.066643,2018
1305,23.0,Contra Costa,7,37.99113,-121.86473,2018
1306,23.0,Tehama,52,40.201826,-122.29388,2018
1307,22.0,Mariposa,22,37.69965,-120.0545,2018
1308,21.0,Riverside,33,33.86439,-117.48144,2018
1309,20.0,Contra Costa,7,37.81111,-121.7944,2018
1310,20.0,Alameda,1,37.61158,-121.94182,2018
1311,20.0,Santa Clara,43,37.07793,-121.600023,2018
1312,20.0,Alameda,1,37.627119,-121.806775,2018
1313,20.0,Riverside,33,33.524412,-116.821724,2018
1314,20.0,Butte,4,39.602703,-121.617698,2018
1315,20.0,Los Angeles,19,34.110516,-118.427886,2018
1316,20.0,Plumas,32,39.89075,-120.18499,2018
1317,18.0,San Diego,37,33.40178,-117.27467,2018
1318,18.0,Riverside,33,33.88744,-117.16232,2018
1319,17.0,Santa Cruz,44,37.0125,-122.046,2018
1320,17.0,Amador,3,38.265645,-120.892404,2018
1321,17.0,Riverside,33,33.742,-117.28189,2018
1322,16.0,Nevada,29,39.10494,-121.07039,2018
1323,16.0,Humboldt,12,41.34453,-123.85404,2018
1324,16.0,Santa Clara,43,37.21803,-121.76828,2018
1325,15.0,Siskiyou,47,41.94046,-122.43933,2018
1326,15.0,Modoc,25,41.52123,-120.72362,2018
1327,15.0,Riverside,33,33.467999,-117.003829,2018
1328,15.0,Riverside,33,33.711263,-116.164058,2018
1329,14.0,San Diego,37,33.05737,-116.77154,2018
1330,14.0,San Luis Obispo,40,35.70086,-120.97339,2018
1331,14.0,Lassen,18,39.99309,-120.02137,2018
1332,14.0,Yolo,57,38.64953,-122.01762,2018
1333,13.0,Shasta,45,40.678889,-122.400556,2018
1334,13.0,San Diego,37,33.04898,-116.78928,2018
1335,13.0,Fresno,10,36.10499,-120.55324,2018
1336,12.0,Shasta,45,40.49618,-122.51597,2018
1337,12.0,El Dorado,9,38.7448,-120.65672,2018
1338,12.0,San Bernardino,36,34.171786,-117.35606,2018
1339,12.0,Madera,20,37.22791,-119.50461,2018
1340,12.0,Marin,21,37.97638,-122.5275,2018
1341,12.0,San Diego,37,33.40769,-117.22974,2018
1342,12.0,Siskiyou,47,41.64805,-122.98442,2018
1343,12.0,San Luis Obispo,40,35.75737,-120.91793,2018
1344,12.0,Napa,28,38.16303,-122.23059,2018
1345,12.0,Alameda,1,37.73835,-121.6039,2018
1346,12.0,San Diego,37,33.12213,-116.58759,2018
1347,11.0,Butte,4,39.66492,-121.51772,2018
1348,11.0,Madera,20,37.19817,-119.80414,2018
1349,11.0,Riverside,33,33.47413,-117.31468,2018
1350,11.0,Shasta,45,40.4635,-121.77419,2018
1351,10.0,Santa Cruz,44,37.12857,-122.12036,2018
1352,10.0,Humboldt,12,40.888785,-124.001849,2018
1353,10.0,Butte,4,39.93427,-121.54103,2018
1354,10.0,Riverside,33,33.627006,-117.171731,2018
1355,10.0,Napa,28,38.27229,-122.26389,2018
1356,10.0,Siskiyou,47,41.632373,-122.37985,2018
1357,10.0,San Diego,37,32.619855,-116.764733,2018
1358,10.0,Butte,4,39.6139,-121.954098,2018
1359,10.0,San Luis Obispo,40,35.05747,-120.39295,2018
1360,10.0,Monterey,27,35.77017,-120.57833,2018
1361,10.0,Sonoma,49,38.245151,-122.44408,2018
1362,10.0,San Diego,37,32.75072,-116.92404,2018
